image,ALB,BET,DOL,LAG,NoF,OTHER,SHARK,YFT
img_02964.jpg,0.0484110601,0.0769245699,0.0676058307,0.0076975212,0.0374461077,0.0327660777,0.0060594529,0.7230892777
img_03446.jpg,0.1267690510,0.0936876908,0.0953595117,0.0035147499,0.0171199143,0.0122625353,0.0048169778,0.6464695334
img_05775.jpg,0.5569638610,0.1783487648,0.0035863121,0.0627935156,0.0087639587,0.0379362367,0.0092669018,0.1423404813
img_01384.jpg,0.3205204308,0.0573539697,0.0380844511,0.0357947983,0.0776920244,0.1925278902,0.0463935398,0.2316329032
img_03974.jpg,0.6243028641,0.0273125526,0.0087651992,0.0073889974,0.1956754774,0.0709860697,0.0107037649,0.0548650883
img_03324.jpg,0.1207385138,0.1036070064,0.0588861890,0.0129254982,0.0201590881,0.0172002930,0.0058531766,0.6606302857
img_04003.jpg,0.3165635169,0.0463685840,0.0181052964,0.0479893424,0.0466358662,0.4164983332,0.0105826175,0.0972564593
img_03946.jpg,0.2660264671,0.0908316001,0.0058763553,0.0282225031,0.0142367547,0.1077856049,0.0505739152,0.4364468157
img_04586.jpg,0.6876894832,0.1031170860,0.0065944209,0.0389848053,0.0049409792,0.0596237183,0.0096619437,0.0893875957
img_01685.jpg,0.1877953559,0.0463749729,0.0491205901,0.0244143177,0.1757200956,0.2317948192,0.0873030350,0.1974768490
img_02702.jpg,0.5452427864,0.0928426012,0.0348167233,0.0135807982,0.0469414108,0.0508062206,0.0093869781,0.2063824683
img_01413.jpg,0.6374559402,0.0306409467,0.0063644699,0.0235702544,0.1081931517,0.1208700314,0.0077629560,0.0651422068
img_01519.jpg,0.2273911238,0.0272950735,0.0220723450,0.0167214796,0.0256555844,0.1426808983,0.2059069127,0.3322765827
img_06859.jpg,0.2100116163,0.0438394547,0.0470363833,0.0224094987,0.1601129323,0.2702440917,0.0729103759,0.1734357327
img_02622.jpg,0.2814760506,0.0212953910,0.0124524971,0.0073978142,0.0205387753,0.1307104230,0.1694166064,0.3567124307
img_06690.jpg,0.1863249540,0.0443569459,0.0573233180,0.0077430825,0.0671482608,0.0684984848,0.0056886189,0.5629163384
img_06986.jpg,0.4623403847,0.1995622516,0.0091462890,0.0772241652,0.0423034169,0.0924130753,0.0109897861,0.1060205773
img_04888.jpg,0.7901458740,0.0137085831,0.0183355641,0.0024597363,0.0903589502,0.0256886501,0.0085903266,0.0507122315
img_04562.jpg,0.0371586271,0.0342661776,0.0385687053,0.0023922718,0.0300997943,0.0137132229,0.0859317109,0.7578695416
img_00442.jpg,0.1207099557,0.1488809437,0.0171501283,0.0401752293,0.0483137034,0.0296225119,0.0119695999,0.5831778646
img_04375.jpg,0.2481179386,0.0199607182,0.0223833155,0.0062691816,0.5341777205,0.0637653545,0.0216384437,0.0836873129
img_05896.jpg,0.3793361485,0.1860517412,0.0116695082,0.2331634313,0.0266135726,0.0572763793,0.0073901038,0.0984990671
img_02077.jpg,0.5292608142,0.0951662585,0.0099083707,0.1489949077,0.0413313173,0.1396434456,0.0059822132,0.0297126900
img_06321.jpg,0.2409677356,0.0399474166,0.0490064882,0.0122765889,0.0244688187,0.1111913398,0.0577204265,0.4644212425
img_04546.jpg,0.1051928923,0.0584128462,0.0587206371,0.0119098453,0.0158002805,0.0111131920,0.0097126001,0.7291376591
img_00943.jpg,0.4596365988,0.0356732942,0.0374155603,0.0093469964,0.2186433524,0.0278338622,0.0290247593,0.1824256331
img_02764.jpg,0.5133194327,0.0534075238,0.0289501082,0.0164689962,0.1498100013,0.0660170615,0.0110871708,0.1609397531
img_00170.jpg,0.2850652933,0.0659347698,0.0192799438,0.0188791808,0.0375801288,0.3791176975,0.0151724359,0.1789705902
img_00493.jpg,0.3549539745,0.0301890541,0.0354504026,0.0179878976,0.2335591465,0.1996910423,0.0231694672,0.1049990132
img_04423.jpg,0.4261392057,0.0633897707,0.0361610651,0.0079143057,0.2107318193,0.0301520508,0.0120161464,0.2134956568
img_02842.jpg,0.3364777863,0.0437284671,0.0365920626,0.0150948586,0.0314823724,0.2946140468,0.0849510357,0.1570593715
img_03711.jpg,0.4408142567,0.1003199592,0.0250883121,0.0481021442,0.0289797541,0.1924970001,0.0121439360,0.1520546675
img_07508.jpg,0.3973634541,0.0381767452,0.0119204782,0.0063753719,0.0206628833,0.0247885305,0.0906982124,0.4100143015
img_03776.jpg,0.2621061504,0.0698084161,0.0365458168,0.0070138238,0.1971322447,0.0228807870,0.0075059445,0.3970067799
img_07371.jpg,0.1875053495,0.0628124177,0.0799634382,0.0128734102,0.0265570451,0.0177230369,0.0170395579,0.5955256820
img_02679.jpg,0.1932077557,0.1133583263,0.0116138607,0.0082207313,0.0558255352,0.0152219394,0.0278795790,0.5746722221
img_03475.jpg,0.4670017660,0.0111153638,0.0062363078,0.0139588043,0.4281891882,0.0170799661,0.0069193547,0.0494992435
img_06101.jpg,0.3157739341,0.0857683644,0.0759385899,0.0199186504,0.0676160380,0.0641258433,0.0097922264,0.3610663414
img_01847.jpg,0.1872271746,0.1608263105,0.0136927664,0.0372710489,0.1084025875,0.0839780048,0.0325538181,0.3760483265
img_04795.jpg,0.1182649955,0.0462524444,0.0189496111,0.0105682751,0.0209151674,0.1248108372,0.5193275809,0.1409110874
img_00642.jpg,0.2633623183,0.2035298496,0.0140782008,0.3186850250,0.0146591067,0.0250886474,0.0190758202,0.1415210813
img_02993.jpg,0.0374162532,0.0510951392,0.0596085452,0.0052273390,0.0076885112,0.0065303431,0.0052136877,0.8272201419
img_04386.jpg,0.3185032606,0.0245652553,0.0190030243,0.0061190077,0.0275460239,0.1852535158,0.1806283593,0.2383814901
img_02318.jpg,0.5107223392,0.0396994762,0.0074224626,0.0070329471,0.0919822529,0.0881576911,0.0180695523,0.2369132191
img_03867.jpg,0.2285038978,0.0116594350,0.0015282583,0.0024521945,0.6851412654,0.0644751191,0.0009159362,0.0053239171
img_05568.jpg,0.6299340129,0.0272139888,0.0138461003,0.0212372318,0.0319664218,0.0608158149,0.0298194308,0.1851669401
img_03548.jpg,0.5199761391,0.0851010755,0.0112193339,0.0300311595,0.0637233928,0.1393955946,0.0708005428,0.0797527358
img_03588.jpg,0.2048061937,0.0361479670,0.0294711199,0.0243871827,0.0494247228,0.2340940088,0.1639493704,0.2577194870
img_07188.jpg,0.3434642851,0.0435094126,0.0316467546,0.0046617482,0.0542545319,0.0612430237,0.0191370230,0.4420832694
img_01177.jpg,0.7501399517,0.0353569649,0.0183860157,0.0304709319,0.0304778386,0.0657550022,0.0047159418,0.0646974072
img_04126.jpg,0.5709497929,0.0791547820,0.0327995121,0.0053826384,0.1143445000,0.0303157065,0.0267734509,0.1402796507
img_00664.jpg,0.5683507323,0.1747965962,0.0105103813,0.0165793430,0.1215244457,0.0335319676,0.0134755522,0.0612309016
img_03078.jpg,0.6013470292,0.2271459550,0.0028985927,0.0401058793,0.0164978653,0.0331557281,0.0051347688,0.0737141892
img_02507.jpg,0.2505326569,0.0797972977,0.0861156285,0.0403322987,0.1256371588,0.1620142609,0.0440564193,0.2115142792
img_02367.jpg,0.5548896790,0.1852409691,0.0058095395,0.0260789525,0.0808198527,0.0727821812,0.0090812249,0.0652976260
img_00780.jpg,0.1474091858,0.0450419523,0.0630162880,0.0133233136,0.0272468459,0.0162337944,0.0074139624,0.6803146005
img_06831.jpg,0.5511474013,0.1696852297,0.0053066690,0.1010347977,0.0203818176,0.0235061273,0.0178345572,0.1111033931
img_01204.jpg,0.0476420783,0.0124453707,0.0074026068,0.0092506558,0.8141952157,0.0758639500,0.0096567767,0.0235432368
img_00075.jpg,0.3526018560,0.2447155863,0.0164476261,0.0254500061,0.0826520026,0.1878913045,0.0220979918,0.0681436434
img_02638.jpg,0.6389510632,0.1233068481,0.0031187439,0.0100002727,0.0296944883,0.1195825562,0.0097111324,0.0656348541
img_03270.jpg,0.2637082040,0.0348350741,0.0613445006,0.0093264570,0.2709141076,0.0499634705,0.0126331924,0.2972749770
img_01745.jpg,0.6684884429,0.1143487170,0.0098295594,0.0522398390,0.0184115823,0.0426824726,0.0093917334,0.0846076012
img_04949.jpg,0.6894969940,0.1026123986,0.0112033756,0.0111673689,0.0375865363,0.0449352376,0.0176920239,0.0853060409
img_00982.jpg,0.2133810520,0.3152143955,0.0139205372,0.0233274475,0.2820531130,0.0551403724,0.0221201982,0.0748428628
img_05722.jpg,0.3360567391,0.0459123366,0.0106454408,0.0124058211,0.2510658205,0.0564877354,0.1378149837,0.1496111602
img_01716.jpg,0.0330805816,0.0106491679,0.0022731510,0.0060063978,0.8909677863,0.0424671024,0.0045488910,0.0100068934
img_05595.jpg,0.5211195350,0.1468303651,0.0164950583,0.0446392335,0.0447721779,0.0658193529,0.0393563770,0.1209679917
img_03410.jpg,0.6105546355,0.0540379025,0.0100809634,0.0092113204,0.1586675793,0.0567849763,0.0075466572,0.0931159556
img_06332.jpg,0.3775839508,0.0412266366,0.0303811152,0.0058888551,0.1402830929,0.0349535681,0.1173164025,0.2523664236
img_06211.jpg,0.2339332849,0.2316853851,0.0117014246,0.0514781363,0.0260647405,0.0530193746,0.0212366190,0.3708809614
img_00171.jpg,0.4524858892,0.0753666833,0.0113506922,0.0973624513,0.0471802913,0.2286444157,0.0123024164,0.0753071085
img_01595.jpg,0.0085682571,0.0025085553,0.0008275332,0.0017821508,0.9765600562,0.0016224207,0.0018233132,0.0063077020
img_06506.jpg,0.6409519315,0.0396360718,0.0257899109,0.0033549722,0.1126799509,0.0131729124,0.0132039478,0.1512103081
img_03739.jpg,0.1208718047,0.0545177199,0.0141287902,0.0079770582,0.0051149321,0.0097959293,0.0122353574,0.7753582597
img_03825.jpg,0.4720977247,0.1140236929,0.0141294068,0.0674509481,0.1552449912,0.1159669086,0.0112748211,0.0498114824
img_03181.jpg,0.2861651182,0.2824215889,0.0047787954,0.0285521504,0.0360573679,0.2200904340,0.0215139072,0.1204206944
img_03805.jpg,0.1956522614,0.4120798409,0.0267455149,0.0631905720,0.0754550770,0.0641583279,0.0138165439,0.1489017159
img_05078.jpg,0.2952270806,0.0450796671,0.0758111998,0.0073653758,0.0200296175,0.0194186028,0.0137492260,0.5233191848
img_06037.jpg,0.6528287530,0.0473620333,0.0211352706,0.0027109559,0.0445115156,0.0119604766,0.0603899993,0.1591009945
img_05268.jpg,0.1620160490,0.0506708734,0.0177361649,0.0136227021,0.1666475534,0.1413939595,0.1145374849,0.3333752155
img_01862.jpg,0.6178724766,0.0138409575,0.0112649640,0.0116868364,0.0296725724,0.1088398620,0.0087877074,0.1980346441
img_04603.jpg,0.2091034502,0.0893898085,0.0164740067,0.0228471141,0.3666184843,0.0839429572,0.0176816452,0.1939424723
img_02830.jpg,0.3245253265,0.0771325454,0.0501436256,0.0088024773,0.0401513241,0.0505676754,0.2573993206,0.1912776381
img_04872.jpg,0.8491011262,0.0425876416,0.0058441651,0.0022880072,0.0349433832,0.0380481593,0.0071080811,0.0200793818
img_04233.jpg,0.4506640434,0.0693492219,0.0290885121,0.0139439674,0.0467307828,0.1266557425,0.0897846743,0.1737831682
img_05603.jpg,0.4987657368,0.0788146853,0.0236537736,0.0720274970,0.1418906450,0.0968378857,0.0117745670,0.0762351528
img_03891.jpg,0.3958996236,0.2575562298,0.0035509842,0.0532894246,0.0131739518,0.0463825129,0.0056800582,0.2244672626
img_03892.jpg,0.2664232552,0.0550923981,0.0248711091,0.0205332991,0.1205678657,0.1354040504,0.1567277312,0.2203802615
img_02479.jpg,0.0880646780,0.0736302137,0.0387547426,0.0249547809,0.6073604226,0.0297324676,0.0279159043,0.1095867679
img_04341.jpg,0.5295633674,0.0716606602,0.0274986010,0.0100505054,0.0337163210,0.0310573708,0.0608369969,0.2356162220
img_07187.jpg,0.5955157876,0.0183660462,0.0193494316,0.0048443307,0.1191969588,0.0304289106,0.0379618667,0.1743366569
img_06685.jpg,0.1926469058,0.0286580939,0.0165685564,0.0041454197,0.6358260512,0.0125662098,0.0138515821,0.0957372487
img_07319.jpg,0.3922385871,0.1155801192,0.0060334918,0.0518751256,0.1030667201,0.0768204853,0.0534038544,0.2009816319
img_05260.jpg,0.5908026099,0.0535614528,0.0154407145,0.0267966036,0.0392011665,0.1769954115,0.0029743367,0.0942277834
img_00618.jpg,0.5531973243,0.0498142280,0.0201223772,0.0147495503,0.1252568364,0.1020857468,0.0139265964,0.1208473817
img_01782.jpg,0.0206370670,0.0035446642,0.0025538562,0.0014240328,0.9570010304,0.0049511194,0.0017673286,0.0081208935
img_00280.jpg,0.4096474946,0.0393395461,0.0178088751,0.0113621652,0.3085539043,0.0740633681,0.0219514873,0.1172731146
img_02172.jpg,0.6809523106,0.0168265086,0.0122029046,0.0083834678,0.0157093424,0.1677218229,0.0061694873,0.0920342132
img_04004.jpg,0.5558037162,0.0184227731,0.0241856407,0.0109677715,0.0171023663,0.0608135946,0.0046328022,0.3080712855
img_01541.jpg,0.0076502231,0.0031699182,0.0008082558,0.0013983065,0.9762139916,0.0077180662,0.0009377585,0.0021034584
img_04962.jpg,0.1457224488,0.0722464100,0.0340959467,0.0175765380,0.0260856505,0.0525886454,0.0155412918,0.6361431479
img_05864.jpg,0.1601963192,0.5050707459,0.0159622636,0.0351672024,0.1331020743,0.0514901243,0.0221812110,0.0768300891
img_06477.jpg,0.2180289775,0.0478462018,0.0111183962,0.0144265806,0.0177162513,0.1102386117,0.0965904221,0.4840345383
img_07833.jpg,0.5876221061,0.1461498886,0.0036672670,0.0563691743,0.0112434654,0.0381248705,0.0092249261,0.1475984007
img_05948.jpg,0.3024422228,0.0263298899,0.0329875201,0.0077805961,0.0583306439,0.3001103699,0.1035773531,0.1684413552
img_03520.jpg,0.5593957305,0.0303550363,0.0136248870,0.0251586307,0.0313863270,0.2465046495,0.0084833624,0.0850913450
img_05209.jpg,0.4051088393,0.0833729133,0.0319680572,0.0500980280,0.2457762212,0.1246249750,0.0090765776,0.0499743484
img_03128.jpg,0.2826177180,0.0438424982,0.0235265214,0.0259092879,0.0312099475,0.0512295030,0.1335417032,0.4081228673
img_06698.jpg,0.1651537418,0.0444071032,0.0250826199,0.0205401164,0.0574593507,0.1957662553,0.2172639221,0.2743268907
img_07143.jpg,0.2543182671,0.1295699924,0.0223479252,0.0158189777,0.3056241572,0.1201109216,0.0160879511,0.1361217648
img_05682.jpg,0.3482431471,0.1043264270,0.0271208007,0.0146409804,0.0595710166,0.0651471615,0.1160419807,0.2649084330
img_02291.jpg,0.7199917436,0.0514280088,0.0115353307,0.0038733128,0.1530008167,0.0105933258,0.0053371568,0.0442402102
img_00232.jpg,0.2170171291,0.2590936422,0.0227315668,0.0095886635,0.1088504568,0.0150281740,0.2243099660,0.1433804184
img_05253.jpg,0.0781769678,0.0479190685,0.0174207892,0.0130726472,0.0207409281,0.0165090095,0.0118097188,0.7943508625
img_00030.jpg,0.6656763554,0.0380211882,0.0088172564,0.0039146044,0.0928283110,0.0146793053,0.0388916321,0.1371713281
img_03116.jpg,0.2571223974,0.0116332732,0.0084410282,0.0030568608,0.5393588543,0.0348039865,0.0152916154,0.1302919388
img_06966.jpg,0.3713859320,0.0433217138,0.0219345987,0.0131263668,0.0247550830,0.0836124197,0.0580984913,0.3837654293
img_03440.jpg,0.0804861709,0.1500070542,0.0626741573,0.0123206796,0.0325043462,0.0105524743,0.0119691631,0.6394860148
img_01090.jpg,0.3024530709,0.3651595414,0.0197510812,0.0117106214,0.1179594323,0.0117010931,0.0485414118,0.1227236614
img_07689.jpg,0.2879889309,0.1540931314,0.0161022078,0.3217075765,0.0103716068,0.0349327326,0.0151009196,0.1597028822
img_00040.jpg,0.2667073011,0.0676924661,0.0147056207,0.0210844111,0.0089226263,0.1176901534,0.2787001431,0.2244972736
img_07905.jpg,0.4136517346,0.0553191863,0.0150522739,0.0563293360,0.0225322675,0.0673624501,0.0869608298,0.2827918231
img_01224.jpg,0.4094832242,0.1258341819,0.0255549680,0.0197442938,0.0159770120,0.0258173887,0.0096761016,0.3679127395
img_03677.jpg,0.5255002975,0.1958298236,0.0157782566,0.0378702022,0.0458321832,0.0326563865,0.0153200747,0.1312128305
img_01966.jpg,0.4621646404,0.3798350096,0.0068213479,0.0336403437,0.0138663277,0.0356587507,0.0094993263,0.0585142635
img_06285.jpg,0.1566704363,0.0362689085,0.2105932087,0.0043524322,0.1810778230,0.0283312816,0.0194965433,0.3632093370
img_06663.jpg,0.2624433041,0.1838861555,0.0134436702,0.3130269349,0.0111494483,0.0494235456,0.0182991605,0.1483277678
img_06630.jpg,0.2421221584,0.1461217999,0.0270473044,0.0478004850,0.0278921109,0.1242499575,0.1053934768,0.2793727219
img_06273.jpg,0.4071607590,0.3382826746,0.0045808670,0.0840851590,0.0197264533,0.0533810742,0.0047261980,0.0880568251
img_01490.jpg,0.1424034238,0.1875775307,0.0998029634,0.0202975478,0.0229067560,0.0154964542,0.0169567764,0.4945584834
img_00730.jpg,0.3862987459,0.0284215417,0.0127101718,0.0093121231,0.0409842767,0.2182023674,0.0921850801,0.2118856460
img_04719.jpg,0.1839265674,0.0244355779,0.0383590870,0.0169167891,0.0620470233,0.1740469337,0.3022767007,0.1979913563
img_03749.jpg,0.5625005364,0.0213245880,0.0207795203,0.0046716128,0.0774393082,0.1443195790,0.0440964140,0.1248683855
img_05492.jpg,0.0832282826,0.1331733316,0.1675652117,0.0243586320,0.0278027039,0.0176169109,0.0068982202,0.5393567085
img_00648.jpg,0.6847816110,0.0856676623,0.0059769563,0.0069434121,0.1464506239,0.0078275837,0.0181417521,0.0442104638
img_01976.jpg,0.4201171100,0.1171239987,0.0252979528,0.0158489924,0.0717911720,0.0611439906,0.0339786746,0.2546980679
img_05520.jpg,0.3870308697,0.0612653755,0.0497838296,0.0140558342,0.0553174727,0.1589063257,0.0981903449,0.1754499227
img_04860.jpg,0.3813606501,0.0546512119,0.0150195630,0.0639621541,0.0999622121,0.2683257759,0.0134980613,0.1032203957
img_05426.jpg,0.2396340519,0.1905496716,0.0151846102,0.3240505457,0.0120171607,0.0322140753,0.0202588458,0.1660910249
img_05572.jpg,0.2923181057,0.0118770087,0.0268374328,0.0023066280,0.0302953850,0.1440811902,0.0698775351,0.4224066436
img_07409.jpg,0.4442853630,0.0519910567,0.0455303453,0.0369429253,0.0696870014,0.1477055401,0.0185349602,0.1853228360
img_00129.jpg,0.4558196366,0.0323340446,0.0157023314,0.0091366572,0.0227059722,0.0741063431,0.1861439496,0.2040510625
img_07578.jpg,0.0966467485,0.0529376604,0.1438832879,0.0044592582,0.0183212031,0.0050543319,0.0066089644,0.6720885634
img_05359.jpg,0.3492881954,0.0397684537,0.0090132942,0.0143460026,0.0105037550,0.0743078813,0.1197642162,0.3830082119
img_03055.jpg,0.3735901415,0.3022749424,0.0032527701,0.1697712988,0.0057535670,0.0240521673,0.0049035405,0.1164016053
img_00133.jpg,0.3987193406,0.1251283139,0.0051673972,0.0148322582,0.3115200102,0.0994775593,0.0148353139,0.0303197522
img_05953.jpg,0.1688283533,0.0622731335,0.0255940873,0.0362769663,0.0717880800,0.0921641886,0.0375908464,0.5054843426
img_07501.jpg,0.7655903697,0.0625097081,0.0106826471,0.0042045829,0.0468467735,0.0286438763,0.0454111435,0.0361109488
img_05463.jpg,0.3189826906,0.0905957744,0.0245748628,0.0231220350,0.0290875006,0.1094274893,0.1473230124,0.2568866313
img_04885.jpg,0.2799775600,0.0494341701,0.0165220816,0.0090504028,0.0313126035,0.1341044903,0.0661638305,0.4134347737
img_02799.jpg,0.4314098656,0.3219566643,0.0098661641,0.0200499315,0.0927520171,0.0286488850,0.0368102528,0.0585061274
img_05724.jpg,0.2307981998,0.3251411617,0.0229011048,0.0848083720,0.0472158827,0.0408259593,0.0123733422,0.2359359413
img_07538.jpg,0.1384424120,0.0679228380,0.0172795113,0.0120440675,0.0198160540,0.0741163567,0.3870468438,0.2833318710
img_07137.jpg,0.5942949653,0.0174171571,0.0056532328,0.0056623034,0.1890034229,0.0562617816,0.0029083162,0.1287989467
img_00914.jpg,0.1504428834,0.0146637885,0.0542309992,0.0035175066,0.2994669378,0.0612747371,0.0203220993,0.3960810602
img_06849.jpg,0.4569726288,0.0994473174,0.0198148135,0.0351816751,0.0857695267,0.1349444240,0.0760709122,0.0917986706
img_05068.jpg,0.2793127298,0.2616631985,0.0052482686,0.0989481732,0.0253465455,0.0539440103,0.0325822197,0.2429548353
img_00164.jpg,0.3700928390,0.0406398736,0.0238350797,0.0108442055,0.3654707372,0.0292960387,0.0162955578,0.1435257047
img_05084.jpg,0.2916173935,0.0706497356,0.0227511972,0.0201973543,0.0259494726,0.0843744874,0.0549224950,0.4295379817
img_06611.jpg,0.0385040678,0.0514449216,0.0699000061,0.0095801093,0.0140486425,0.0091449916,0.0130196372,0.7943577170
img_02837.jpg,0.3271693885,0.2227142304,0.0081920438,0.0270048250,0.0959581956,0.0279122721,0.1718900949,0.1191589311
img_06203.jpg,0.1587857753,0.0140388934,0.0389666967,0.0068477751,0.0713124797,0.1572292894,0.1463512331,0.4064678252
img_05672.jpg,0.2639921010,0.0296423454,0.0396329053,0.0170368236,0.0062643960,0.3582082093,0.0302315746,0.2549916208
img_01689.jpg,0.0747629404,0.0731071755,0.0696978867,0.0117503852,0.0169166606,0.0117505649,0.0111746835,0.7308397889
img_01681.jpg,0.5697727799,0.0281651784,0.0194079597,0.0068164915,0.1561659425,0.0523832142,0.0197005123,0.1475879401
img_06521.jpg,0.3672835529,0.0987788737,0.0064923312,0.0206090510,0.0628476068,0.1216057464,0.0320570320,0.2903258502
img_07068.jpg,0.3814667761,0.0812081024,0.0206618700,0.0120869717,0.0721076429,0.0758657232,0.1680759788,0.1885269135
img_00446.jpg,0.5620386004,0.0733204409,0.0144566419,0.0241626576,0.0943707302,0.1827252656,0.0129060140,0.0360196866
img_00697.jpg,0.1155290231,0.1183605269,0.0810913369,0.0102741020,0.0231178273,0.0168842953,0.0055015427,0.6292414069
img_02281.jpg,0.5639674067,0.1230340526,0.0078486502,0.1508301944,0.0479762517,0.0491281897,0.0104549015,0.0467604138
img_01781.jpg,0.7096474767,0.0461617373,0.0058238055,0.0201053377,0.1611518860,0.0287301596,0.0018064134,0.0265731979
img_02666.jpg,0.7220655084,0.0587104596,0.0180554613,0.0108362203,0.0376752280,0.0276713520,0.0096517354,0.1153338924
img_06812.jpg,0.7292142510,0.0390366800,0.0105416626,0.0172978621,0.1055909470,0.0332558416,0.0105158770,0.0545468219
img_02943.jpg,0.6798171401,0.0606450699,0.0130744791,0.0204430278,0.0063949223,0.0694258735,0.0043630009,0.1458366513
img_02006.jpg,0.3055742681,0.0796242058,0.0265520792,0.1209298447,0.1071164832,0.1650875658,0.0120042525,0.1831113547
img_04272.jpg,0.3763348162,0.0441392623,0.0138082663,0.0034383575,0.0179702770,0.0208721906,0.0237204712,0.4997163713
img_03310.jpg,0.4441729486,0.2209092230,0.0035792079,0.0579587482,0.0680485293,0.1253118664,0.0121435737,0.0678758919
img_07893.jpg,0.2345694453,0.0218077432,0.0162895788,0.0070947553,0.0509316362,0.1283567548,0.2233529240,0.3175971210
img_02268.jpg,0.4086141288,0.1297982186,0.0151908426,0.0638903752,0.0379696749,0.1425935179,0.0093676560,0.1925755292
img_05813.jpg,0.2522237599,0.2108662575,0.0239722598,0.0759286955,0.0157524887,0.0393586121,0.0164980460,0.3653998673
img_03064.jpg,0.2573204935,0.0755686685,0.0229234826,0.0264633428,0.0233630706,0.1004778370,0.2884387970,0.2054443210
img_01646.jpg,0.6070937514,0.2375231236,0.0024841940,0.0326842666,0.0099176811,0.0419051982,0.0080029489,0.0603888147
img_03252.jpg,0.5809544921,0.1624395698,0.0094400505,0.0139757069,0.1039776877,0.0063571702,0.0138213811,0.1090340093
img_04282.jpg,0.4733673036,0.0825039223,0.0207549054,0.0044122222,0.0815849304,0.0646612570,0.0880683661,0.1846470386
img_00196.jpg,0.0070806700,0.0023085608,0.0013253320,0.0012232024,0.9721054435,0.0112154121,0.0015990763,0.0031422693
img_06186.jpg,0.7467122078,0.1118092313,0.0017047579,0.0238555688,0.0414051563,0.0412509926,0.0092042834,0.0240578409
img_04024.jpg,0.3175494969,0.0784753039,0.0243344251,0.0231922399,0.0351337902,0.0897031948,0.1198409200,0.3117705882
img_01649.jpg,0.5318171382,0.1624186635,0.0064153415,0.0906209275,0.1069960818,0.0612821095,0.0118290558,0.0286206771
img_03670.jpg,0.8578850627,0.0151371276,0.0137161827,0.0023963014,0.0384361111,0.0164303854,0.0098475544,0.0461511649
img_06614.jpg,0.4955002367,0.0550817885,0.0171915200,0.0914364159,0.0758470967,0.1681900024,0.0073029813,0.0894499943
img_00667.jpg,0.0247680079,0.0099211270,0.0038554363,0.0082199750,0.8843093514,0.0500271358,0.0061433739,0.0127556147
img_00927.jpg,0.3721487522,0.0881787613,0.0198446903,0.0353186578,0.0267855097,0.0560554899,0.0768117905,0.3248563707
img_06564.jpg,0.2745192349,0.2600331604,0.0053773639,0.1820646673,0.0045883465,0.0243607685,0.0058680978,0.2431882769
img_01955.jpg,0.0448632687,0.0138084376,0.0275098253,0.0019213572,0.0835560486,0.0120158670,0.0180654209,0.7982597947
img_01116.jpg,0.3035260141,0.2920292318,0.0095286844,0.0830854550,0.0347846635,0.1175093278,0.0107226223,0.1488140076
img_06311.jpg,0.4482578933,0.3175680339,0.0013405493,0.0236289054,0.0210511535,0.1068348363,0.0043391860,0.0769794658
img_04453.jpg,0.3396195173,0.0908313692,0.0041822046,0.0591064729,0.3633839786,0.0378617086,0.0120352758,0.0929795578
img_00292.jpg,0.1985542923,0.0457822494,0.0150610628,0.0068583828,0.0142993173,0.1689684838,0.1367833614,0.4136929214
img_01142.jpg,0.5985107422,0.0281801764,0.0257381964,0.0241311640,0.0302585308,0.1220034882,0.0160290152,0.1551486403
img_01188.jpg,0.2999397814,0.0392624103,0.0471598767,0.0208385047,0.0080734706,0.2346065491,0.0327586941,0.3173607290
img_05981.jpg,0.3854600191,0.0524594784,0.0161831956,0.0207234826,0.3911173046,0.0732450560,0.0192426648,0.0415688343
img_01373.jpg,0.6315252781,0.0323166884,0.0220684130,0.0200106483,0.0356198065,0.0913119093,0.0109272311,0.1562200785
img_01043.jpg,0.4454028904,0.2570853531,0.0171899181,0.0223514568,0.0867835805,0.1122350693,0.0046201157,0.0543315597
img_03869.jpg,0.5431032181,0.1110824570,0.0389341824,0.0088974303,0.0368481986,0.0389749445,0.0134703191,0.2086892575
img_07192.jpg,0.5164619088,0.1045738682,0.0089566326,0.0131923417,0.1827630401,0.0269189458,0.0141124194,0.1330207437
img_00375.jpg,0.1724095494,0.2213152498,0.0154433632,0.2571177185,0.0475781299,0.0962705910,0.0113578299,0.1785075814
img_02709.jpg,0.5663588643,0.0651164651,0.0207073074,0.0481552929,0.0346891545,0.1494490951,0.0076362914,0.1078875288
img_07044.jpg,0.6046829820,0.0269590970,0.0302238781,0.0052682678,0.1752374023,0.0245260578,0.0120511018,0.1210511401
img_02749.jpg,0.3401800692,0.0473334454,0.0169456322,0.0212639738,0.0302967858,0.4200721681,0.0093512358,0.1145566031
img_00964.jpg,0.1508229226,0.1787282377,0.1163876578,0.0158527624,0.0400031619,0.0254347175,0.0153335780,0.4574369490
img_07419.jpg,0.0610366426,0.0427820496,0.0142467367,0.0027811930,0.0026723652,0.0048866090,0.0049946164,0.8665998578
img_06916.jpg,0.4064122736,0.2322582155,0.0069104247,0.0155979497,0.0179003701,0.1553509086,0.0274463464,0.1381235272
img_06806.jpg,0.4200640619,0.4743638039,0.0038766840,0.0135574853,0.0103063146,0.0054804389,0.0040925504,0.0682585761
img_07348.jpg,0.1729602069,0.3509157002,0.0147227077,0.0518590510,0.2201836109,0.0182157289,0.0538968034,0.1172461435
